1.630099266767501831e-01,-3.256335854530334473e-02,-2.069201320409774780e-01,1.005575954914093018e-01,8.772246539592742920e-02,-2.706202445551753044e-03,1.383114978671073914e-02,1.007550135254859924e-01,4.880790039896965027e-02,-4.046517610549926758e-02
3.814535439014434814e-01,2.084603160619735718e-01,1.526886373758316040e-01,-5.815277621150016785e-02,1.445717066526412964e-01,3.083111643791198730e-01,5.289576053619384766e-01,-7.595145702362060547e-02,-2.305907197296619415e-03,-5.531590059399604797e-02
3.641900718212127686e-01,-9.926327504217624664e-03,1.896717995405197144e-01,5.092560648918151855e-01,2.000501900911331177e-01,-2.951449016109108925e-03,1.728471666574478149e-01,-2.307005226612091064e-01,-1.062176451086997986e-01,1.034804880619049072e-01
-2.325921356678009033e-01,1.516437232494354248e-01,-1.133525073528289795e-01,5.029922723770141602e-02,-1.725417524576187134e-01,1.056878045201301575e-01,1.605367809534072876e-01,2.434771880507469177e-02,2.460005283355712891e-01,7.317828387022018433e-02
1.576682180166244507e-01,-4.946063831448554993e-02,6.090112403035163879e-02,8.559591323137283325e-02,-1.442073881626129150e-01,1.103087738156318665e-01,-3.187135607004165649e-02,1.809743642807006836e-01,-5.495489761233329773e-02,8.820926398038864136e-02
2.017830312252044678e-01,1.759272813796997070e-01,-1.588905155658721924e-01,3.095742464065551758e-01,6.347488146275281906e-03,2.430086210370063782e-02,-2.368514984846115112e-02,-1.177371144294738770e-01,-2.367320507764816284e-01,3.762768208980560303e-02
7.334812730550765991e-02,1.270985752344131470e-01,-6.684345006942749023e-02,-2.846413850784301758e-01,1.482984870672225952e-01,1.137246564030647278e-02,-1.644088178873062134e-01,2.506892979145050049e-01,-6.872123479843139648e-02,1.209654584527015686e-01
-1.548843681812286377e-01,-7.752390950918197632e-02,-2.035066932439804077e-01,1.623327098786830902e-02,7.616129517555236816e-02,-1.107569411396980286e-01,2.184539288282394409e-01,1.658568829298019409e-01,8.468995988368988037e-02,-4.706560634076595306e-03
7.620198279619216919e-02,9.330564737319946289e-02,-8.706513792276382446e-02,5.855742841958999634e-02,-6.058962270617485046e-02,1.627063192427158356e-02,7.518512010574340820e-02,9.336034767329692841e-03,-1.548128873109817505e-01,1.338410228490829468e-01
-1.682895421981811523e-01,-1.614436060190200806e-01,1.825900524854660034e-01,1.759377270936965942e-01,1.463045626878738403e-01,1.432348340749740601e-01,1.189776808023452759e-01,-4.869674891233444214e-02,-2.739136219024658203e-01,2.636068463325500488e-01
1.445754915475845337e-01,-3.841815143823623657e-02,-3.829124197363853455e-02,2.555682659149169922e-01,6.748798489570617676e-02,1.915824860334396362e-01,-1.075922772288322449e-01,9.549328684806823730e-02,1.168653070926666260e-01,1.175243631005287170e-01
-2.377008795738220215e-01,1.319519132375717163e-01,-2.047522217035293579e-01,-1.376962512731552124e-01,4.602792114019393921e-02,1.850150972604751587e-01,-3.084912896156311035e-01,-9.909299015998840332e-02,1.956561766564846039e-02,8.151274919509887695e-02
9.929157048463821411e-02,-1.691294834017753601e-02,-1.831397563219070435e-01,-2.777973003685474396e-02,-1.575186550617218018e-01,-1.244690120220184326e-01,1.136530116200447083e-01,-7.457762025296688080e-03,-8.736146241426467896e-02,1.310463994741439819e-01
-2.066360414028167725e-02,2.089384645223617554e-01,1.711605191230773926e-01,1.674039661884307861e-01,1.249966863542795181e-02,-3.948596715927124023e-01,-1.695155352354049683e-02,8.149292320013046265e-02,1.345761865377426147e-01,6.306041777133941650e-02
-1.411976963281631470e-01,3.220638036727905273e-01,-1.546005457639694214e-01,1.637875884771347046e-01,2.591971866786479950e-02,5.558791011571884155e-02,1.799474805593490601e-01,-2.068147063255310059e-02,-2.523392438888549805e-01,1.491770520806312561e-02
-2.044343501329421997e-01,9.997627139091491699e-02,-6.859315559267997742e-03,1.647181957960128784e-01,-9.075264632701873779e-02,1.331111639738082886e-01,-4.310256801545619965e-03,2.485275715589523315e-01,-1.687172204256057739e-01,-2.074347287416458130e-01
