6.529857218265533447e-02,-6.117868050932884216e-02,-1.459592431783676147e-01,2.253129892051219940e-02,-5.202875658869743347e-02,-8.017075061798095703e-02,-1.607708930969238281e-01,-2.167576551437377930e-02,-8.055639266967773438e-02,1.506470725871622562e-03
-2.547462582588195801e-01,9.437540918588638306e-02,-4.478855133056640625e-01,-2.523581385612487793e-01,-1.740932464599609375e-01,2.222420573234558105e-01,1.295915246009826660e-01,-1.074719801545143127e-01,3.704347833991050720e-02,1.061989068984985352e-01
2.161393016576766968e-01,1.974881291389465332e-01,-3.440988063812255859e-01,-3.459722697734832764e-01,-2.109185457229614258e-01,2.258652746677398682e-01,2.769818603992462158e-01,4.038517549633979797e-02,-3.867173567414283752e-02,-1.060583069920539856e-01
5.454131588339805603e-02,2.666080743074417114e-02,-9.842786006629467010e-03,2.448973208665847778e-01,1.801894158124923706e-01,2.076750099658966064e-01,8.886138349771499634e-02,-1.584539860486984253e-01,-6.813073903322219849e-02,4.641816765069961548e-02
1.037285774946212769e-01,-8.826652169227600098e-02,4.098444059491157532e-02,-1.061502918601036072e-01,-1.461413502693176270e-01,-1.780934445559978485e-02,-3.714941814541816711e-02,-6.756462901830673218e-02,-2.034145966172218323e-02,1.103147789835929871e-01
9.190864861011505127e-02,1.195589154958724976e-01,-3.331025689840316772e-02,-3.308397531509399414e-02,-2.875057160854339600e-01,3.397674113512039185e-02,4.267260059714317322e-02,-4.553796723484992981e-03,-2.591594457626342773e-01,-1.644978076219558716e-01
-6.383213400840759277e-02,1.108062863349914551e-01,5.273164063692092896e-02,6.531427055597305298e-02,4.329229146242141724e-02,4.802935197949409485e-02,-1.866803765296936035e-01,2.628656327724456787e-01,-2.106907218694686890e-01,2.395178079605102539e-01
-1.763739250600337982e-02,1.596155911684036255e-01,-1.098431423306465149e-01,1.580010354518890381e-01,4.211194440722465515e-02,-1.301591843366622925e-01,-8.734455704689025879e-02,-2.003176659345626831e-01,9.563533589243888855e-03,6.855510175228118896e-02
6.835640221834182739e-02,1.434455215930938721e-01,1.453536003828048706e-01,-2.135099172592163086e-01,6.298961234278976917e-04,6.699554622173309326e-02,-2.284437604248523712e-02,-5.290868878364562988e-02,-8.557352237403392792e-03,2.610891498625278473e-02
1.544811874628067017e-01,1.648002415895462036e-01,5.681273713707923889e-02,-2.226961553096771240e-01,6.026326492428779602e-02,-1.005339100956916809e-01,2.155926376581192017e-01,-6.176204420626163483e-03,-2.181002944707870483e-01,5.794752016663551331e-02
2.148016821593046188e-03,1.336663663387298584e-01,1.810269616544246674e-02,-1.943117976188659668e-01,4.367768764495849609e-03,-4.650396108627319336e-02,-1.031486690044403076e-01,-9.627791494131088257e-02,8.785466104745864868e-02,1.617773920297622681e-01
-2.306565344333648682e-01,4.063137248158454895e-02,2.790717482566833496e-01,2.052377015352249146e-01,-8.526907861232757568e-02,-1.494696363806724548e-02,-1.211531925946474075e-02,9.324909001588821411e-02,3.603758290410041809e-02,1.441728025674819946e-01
5.334598198533058167e-02,2.968984469771385193e-02,-5.125994607806205750e-02,-3.281906619668006897e-02,4.712483659386634827e-02,1.144653335213661194e-01,-1.987963914871215820e-01,-9.823804721236228943e-03,4.488538950681686401e-02,-4.498227685689926147e-02
3.322353363037109375e-01,2.350790649652481079e-01,-5.515486374497413635e-02,1.549739092588424683e-01,-1.207028254866600037e-01,8.921090513467788696e-02,-2.835149317979812622e-02,3.419678658246994019e-02,1.985475122928619385e-01,4.038280807435512543e-03
-4.077562317252159119e-02,2.088818699121475220e-01,1.304600238800048828e-01,-4.493156820535659790e-02,-8.231196552515029907e-02,1.099267825484275818e-01,-1.333780884742736816e-01,-2.354568839073181152e-01,-1.980326622724533081e-01,-2.482363730669021606e-01
8.605851978063583374e-02,-7.093833386898040771e-02,5.797200277447700500e-02,5.927530303597450256e-02,-1.084338128566741943e-02,1.144287437200546265e-01,-4.585091024637222290e-02,-2.701277136802673340e-01,-1.667793542146682739e-01,2.018156647682189941e-01
